ticker,active,name,market,locale,primary_exchange,type,currency_name,cik,description,homepage_url,list_date,market_cap,phone_number,total_employees,address1,address2,city,state,postal_code,branding_icon_url,branding_logo_url,sic_code,sic_description,ticker_root,ticker_suffix,weighted_shares_outstanding
ACIW,1,"ACI Worldwide, Inc.",stocks,us,XNAS,CS,usd,0000935036,"ACI Worldwide Inc develops, markets, and installs a portfolio of software products focused on facilitating electronic payments. The firm also leverages its distribution network in the Americas; Europe, the Middle East, and Africa, or EMEA; and Asia-Pacific regions to sell software developed by third parties. ACI software products process payment transactions for retail banking clients, billers such as utilities and healthcare providers, and community banks and credit unions. ACI's customers are financial institutions all over the world, but majority of the revenue is generated in the United States and EMEA regions.",https://www.aciworldwide.com,1995-02-23,5665035554.42,239-403-4600,3212,6060 COVENTRY DRIVE,,ELKHORN,NE,68022,https://api.polygon.io/v1/reference/company-branding/YWNpd29ybGR3aWRlLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNpd29ybGR3aWRlLmNvbQ/images/2024-10-01_logo.svg,7372,SERVICES-PREPACKAGED SOFTWARE,ACIW,,104888642.0
ACLC,1,American Century Large Cap Equity ETF,stocks,us,ARCX,ETF,usd,,,,2020-07-15,,,,,,,,,,,,,ACLC,,
ACLO,1,TCW AAA CLO ETF,stocks,us,XNYS,ETF,usd,0001831313,,,2024-11-18,,,,,,,,,,,,,ACLO,,
ACLS,1,Axcelis Technologies Inc,stocks,us,XNAS,CS,usd,0001113232,"Axcelis Technologies Inc designs, manufactures and services ion implantation and other processing equipment used in the fabrication of semiconductor chips. In addition to equipment, the company provide aftermarket lifecycle products and services, including used tools, spare parts, equipment upgrades, maintenance services and customer training. Geographically, the group has a business presence in North America, Asia Pacific and Europe, of which key revenue is derived from the Asia Pacific.",https://www.axcelis.com,2000-07-11,2447385097.19,978-787-4000,1704,108 CHERRY HILL DRIVE,,BEVERLY,MA,01915,https://api.polygon.io/v1/reference/company-branding/YXhjZWxpcy5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXhjZWxpcy5jb20/images/2024-10-01_logo.svg,3559,"SPECIAL INDUSTRY MACHINERY, NEC",ACLS,,32506111.0
ACLX,1,"Arcellx, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001786205,Arcellx Inc is a clinical-stage biotechnology company reimagining cell therapy through the development of immunotherapies for patients with cancer and other incurable diseases.,https://www.arcellx.com,2022-02-04,4531457346.0,240-327-0603,130,800 BRIDGE PARKWAY,,REDWOOD CITY,CA,94065,https://api.polygon.io/v1/reference/company-branding/YXJjZWxseC5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJjZWxseC5jb20/images/2024-10-01_logo.png,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",ACLX,,54074670.0
ACM,1,Aecom,stocks,us,XNYS,CS,usd,0000868857,"Aecom is one of the largest global providers of design, engineering, construction, and management services. It serves a broad spectrum of end markets including infrastructure, water, transportation, and energy. Based in Los Angeles, Aecom has a presence in over 150 countries and employs 51,000. The company generated $16.1 billion in sales in fiscal 2024.",https://www.aecom.com,2007-05-10,14771027633.04,(972) 788-1000,51000,13355 NOEL ROAD,SUITE 400,DALLAS,TX,75240,https://api.polygon.io/v1/reference/company-branding/YWVjb20uY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWVjb20uY29t/images/2024-10-01_logo.svg,8711,SERVICES-ENGINEERING SERVICES,ACM,,132463704.0
ACMR,1,"ACM Research, Inc. Class A Common Stock",stocks,us,XNAS,CS,usd,0001680062,"ACM Research Inc is a United-based company. It is engaged in developing, manufacturing, and selling single-wafer wet cleaning equipment, which is used by semiconductor manufacturers in numerous manufacturing steps to remove particles, contaminants, and other random defects to improve product yield, in fabricating integrated circuits, or chips. The company offers space alternated phase shift which employs alternating phases of megasonic waves to deliver megasonic energy to flat and patterned wafer surfaces on a microscopic level; and Timely Energized Bubble Oscillation technology which provides effective, damage-free cleaning for both conventional two and three-dimensional patterned wafers at process nodes.",https://www.acmrcsh.com,2017-11-03,976368134.73,510-445-3700,1590,"42307 OSGOOD ROAD, SUITE I",,FREMONT,CA,94539,https://api.polygon.io/v1/reference/company-branding/YWNtcmNzaC5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNtcmNzaC5jb20/images/2024-10-01_logo.png,3559,"SPECIAL INDUSTRY MACHINERY, NEC",ACMR,,62627847.0
ACN,1,Accenture PLC,stocks,us,XNYS,CS,usd,0001467373,"Accenture is a leading global IT-services firm that provides consulting, strategy, and technology and operational services. These services run the gamut from aiding enterprises with digital transformation to procurement services to software system integration. The company provides its IT offerings to a variety of sectors, including communications, media and technology, financial services, health and public services, consumer products, and resources. Accenture employs just under 500,000 people throughout 200 cities in 51 countries.",https://www.accenture.com,2001-07-19,224123223824.64,353-1-646-2000,774000,1 GRAND CANAL SQUARE,GRAND CANAL HARBOUR,DUBLIN,L2,D2,https://api.polygon.io/v1/reference/company-branding/YWNjZW50dXJlLmNvbQ/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNjZW50dXJlLmNvbQ/images/2024-10-01_logo.svg,7389,"SERVICES-BUSINESS SERVICES, NEC",ACN,,624855648.0
ACNB,1,ACNB Corp,stocks,us,XNAS,CS,usd,0000715579,"ACNB Corp provides banking, insurance, and financial services to businesses and consumers, through its wholly-owned subsidiaries, ACNB Bank and ACNB Insurance Services, Inc. The corporation has two reporting segments; the Bank which generates the majority of the revenue provides banking and wealth management services, including trust and retail brokerage, and ACNB Insurance Services segment which offers a broad range of property and casualty, life and health insurance to both commercial and individual clients.",https://www.acnb.com,1996-01-02,390757648.75,(717) 334-3161,413,16 LINCOLN SQUARE,P O BOX 3129,GETTYSBURG,PA,17325,https://api.polygon.io/v1/reference/company-branding/YWNuYi5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNuYi5jb20/images/2024-10-01_logo.png,6022,STATE COMMERCIAL BANKS,ACNB,,8548625.0
ACNT,1,Ascent Industries Co. Common Stock,stocks,us,XNAS,CS,usd,0000095953,"Ascent Industries Co is engaged in the chemical and metal industry. The group operates into two reportable segments namely the Ascent Tubular Products and the Specialty Chemicals Segment. The Tubular Products segment serves markets through pipe and tube and customers in the appliance, architectural, automotive and commercial transportation, brewery, chemical, petrochemical and other industries. The Specialty Chemicals segment produces specialty products for the pulp and paper, coatings, adhesives, sealants and elastomers (CASE), textile, automotive, household and other industries. It manufactures welded pipe and tube, majorly from stainless steel, duplex, and nickel alloys. The company also produces specialty chemicals and dyes used in various end markets.",https://www.ascentco.com,1990-03-29,117683983.56,(630) 884-9181,517,20 N. MARTINGALE RD,SUITE 430,SCHAUMBURG,IL,60173,https://api.polygon.io/v1/reference/company-branding/YXNjZW50Y28uY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXNjZW50Y28uY29t/images/2024-10-01_logo.svg,3317,STEEL PIPE & TUBES,ACNT,,10092966.0
ACOG,1,Alpha Cognition Inc. Common Stock,stocks,us,XNAS,CS,usd,0001655923,"Alpha Cognition Inc is a commercial-stage, biopharmaceutical company dedicated to developing treatments for patients suffering from neurodegenerative diseases, such as Alzheimer's disease and Cognitive Impairment with mild Traumatic Brain Injury (mTBI), for which there are currently no approved treatment options.",https://www.alphacognition.com,2021-06-09,84179548.44,(858) 344-4375,5,1200-750 W PENDER ST,,VANCOUVER,A1,V6C 2T8,,,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",ACOG,,15531282.0
ACON,1,"Aclarion, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001635077,"Aclarion Inc is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (MRS), and a proprietary biomarker to optimize clinical treatments. Its product Nociscan is a SaaS platform that leverages MR Spectroscopy to noninvasively help physicians distinguish between painful and nonpainful discs in the spine. The Company derives its revenues from one source, the delivery of Nociscan reports to medical professionals. Substantially all revenues are generated from contracts with customers in the United States.",https://www.aclarion.com,2022-04-22,1096080.195,833 275 2266,6,8181 ARISTA PLACE,STE 100,BROOMFIELD,CO,80021,https://api.polygon.io/v1/reference/company-branding/YWNsYXJpb24uY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNsYXJpb24uY29t/images/2024-10-01_logo.svg,8071,SERVICES-MEDICAL LABORATORIES,ACON,,10438859.0
ACONW,1,"Aclarion, Inc. Warrant",stocks,us,XNAS,WARRANT,usd,0001635077,"Aclarion Inc is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (MRS), and a proprietary biomarker to optimize clinical treatments. Its product Nociscan is a SaaS platform that leverages MR Spectroscopy to noninvasively help physicians distinguish between painful and nonpainful discs in the spine. The Company derives its revenues from one source, the delivery of Nociscan reports to medical professionals. Substantially all revenues are generated from contracts with customers in the United States.",https://www.aclarion.com,2022-04-22,,833 275 2266,6,8181 ARISTA PLACE,STE 100,BROOMFIELD,CO,80021,https://api.polygon.io/v1/reference/company-branding/YWNsYXJpb24uY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWNsYXJpb24uY29t/images/2024-10-01_logo.svg,8071,SERVICES-MEDICAL LABORATORIES,ACON,W,
ACP,1,abrdn Income Credit Strategies Fund,stocks,us,XNYS,FUND,usd,0001503290,"abrdn Income Credit Strategies Fund is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income with a secondary objective of capital appreciation. It predominantly invests in debt and loan instruments of issues that operate in a variety of industries and geographic regions.",https://www.abrdnacp.com,2011-01-27,313180799.5,,,,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJyZG5hY3AuY29t/images/2024-10-01_logo.svg,,,ACP,,52109950.0
ACPpA,1,abrdn Income Credit Strategies Fund  5.250% Series A Perpetual Preferred Stock,stocks,us,XNYS,PFD,usd,0001503290,"abrdn Income Credit Strategies Fund is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income with a secondary objective of capital appreciation. It predominantly invests in debt and loan instruments of issues that operate in a variety of industries and geographic regions.",https://www.abrdnacp.com,2021-05-03,,,,,,,,,,https://api.polygon.io/v1/reference/company-branding/YWJyZG5hY3AuY29t/images/2024-10-01_logo.svg,,,ACP,PRA,
ACR,1,ACRES Commercial Realty Corp.,stocks,us,XNYS,CS,usd,0001332551,"ACRES Commercial Realty Corp is a commercial real estate investment trust that focuses on originating, holding and managing commercial real estate (CRE) mortgage loans and equity investments in commercial real estate properties through direct ownership and joint ventures. The company invests in commercial real-estate-related assets, including whole loans, A notes, B notes, mezzanine loans, and mortgage-related securities, as well as commercial finance assets, which include other asset-backed securities, senior secured corporate loans, equipment leases and notes, trust preferred securities, debt tranches of collateralize debt obligations, and private equity investments mainly issued by financial institutions.",https://www.acresreit.com,2006-02-07,132533216.91,516-535-0015,4,390 RXR PLAZA,,UNIONDALE,NY,11556,,,6798,REAL ESTATE INVESTMENT TRUSTS,ACR,,7736907.0
ACRE,1,Ares Commercial Real Estate Corporation,stocks,us,XNYS,CS,usd,0001529377,Ares Commercial Real Estate Corp is a specialty finance company and a Real Estate Investment Trust providing commercial real estate loans and related investments. It operates in one segment namely originating and managing a diversified portfolio of CRE debt-related investments. The group recognizes its revenues through the interest income it receives from loans.,https://www.arescre.com,2012-04-26,392158259.82,212.515.3400,2100,245 PARK AVENUE,42ND FLOOR,NEW YORK,NY,10167,https://api.polygon.io/v1/reference/company-branding/YXJlc2NyZS5jb20/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YXJlc2NyZS5jb20/images/2024-10-01_logo.svg,6798,REAL ESTATE INVESTMENT TRUSTS,ACRE,,54542178.0
ACRS,1,"Aclaris Therapeutics, Inc.",stocks,us,XNAS,CS,usd,0001557746,"Aclaris Therapeutics Inc is a clinical-stage biopharmaceutical company that operates in the United States. It focuses on developing novel drug candidates for immuno-inflammatory diseases. The company operates in two segments: therapeutics and contract research. The therapeutics segment is focused on identifying and developing inventive therapies to address unmet needs for immuno-inflammatory diseases. The contract research segment earns revenue from the provision of laboratory services. The majority of its revenue comes from the contract research segment, which provides laboratory services. Its drug candidates under development are Zunsemetinib, which is an Oral MK2 Inhibitor; ATI-2138 is an ITJ Inhibitor; and ATI-1777.",https://www.aclaristx.com,2015-10-07,230007633.24,484-324-7933,91,701 LEE ROAD,SUITE 103,WAYNE,PA,19087,,https://api.polygon.io/v1/reference/company-branding/YWNsYXJpc3R4LmNvbQ/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ACRS,,71430942.0
ACRV,1,"Acrivon Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001781174,"Acrivon Therapeutics Inc is a clinical-stage biopharmaceutical company developing oncology medicines that the Firm matches to patients whose tumors are predicted to be sensitive to each specific medicine by utilizing its proteomics-based patient responder identification platform. The company's pipeline includes the Phase 2 lead program, ACR-368, referred to as prexasertib, a targeted oncology asset, as well as preclinical stage pipeline programs targeting critical nodes in the DNA Damage Response and cell cycle regulation pathways, including WEE1, a protein kinase, and PKMYT1, a closely related protein serine/threonine kinase.",https://www.acrivon.com,2022-11-15,219822249.76,617-207-8979,61,"480 ARSENAL WAY, SUITE 100",,WATERTOWN,MA,02472,,https://api.polygon.io/v1/reference/company-branding/YWNyaXZvbi5jb20/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ACRV,,31136296.0
ACRpC,1,"ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, par value $0.001 per share",stocks,us,XNYS,PFD,usd,0001332551,"ACRES Commercial Realty Corp is a commercial real estate investment trust that focuses on originating, holding and managing commercial real estate (CRE) mortgage loans and equity investments in commercial real estate properties through direct ownership and joint ventures. The company invests in commercial real-estate-related assets, including whole loans, A notes, B notes, mezzanine loans, and mortgage-related securities, as well as commercial finance assets, which include other asset-backed securities, senior secured corporate loans, equipment leases and notes, trust preferred securities, debt tranches of collateralize debt obligations, and private equity investments mainly issued by financial institutions.",https://www.acresreit.com,2014-06-06,,516-535-0015,4,390 RXR PLAZA,,UNIONDALE,NY,11556,,,6798,REAL ESTATE INVESTMENT TRUSTS,ACR,PRC,
ACRpD,1,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,stocks,us,XNYS,PFD,usd,0001332551,"ACRES Commercial Realty Corp is a commercial real estate investment trust that focuses on originating, holding and managing commercial real estate (CRE) mortgage loans and equity investments in commercial real estate properties through direct ownership and joint ventures. The company invests in commercial real-estate-related assets, including whole loans, A notes, B notes, mezzanine loans, and mortgage-related securities, as well as commercial finance assets, which include other asset-backed securities, senior secured corporate loans, equipment leases and notes, trust preferred securities, debt tranches of collateralize debt obligations, and private equity investments mainly issued by financial institutions.",https://www.acresreit.com,2021-05-14,,516-535-0015,4,390 RXR PLAZA,,UNIONDALE,NY,11556,,,6798,REAL ESTATE INVESTMENT TRUSTS,ACR,PRD,
ACSI,1,American Customer Satisfaction ETF,stocks,us,BATS,ETF,usd,0001387131,,,2016-11-01,,,,,,,,,,,,,ACSI,,
ACT,1,"Enact Holdings, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001823529,Enact Holdings Inc is a private mortgage insurance company serving the United States housing finance market. The principal mortgage insurance customers are originators of residential mortgage loans who determine which mortgage insurer or insurers they will use for the placement of mortgage insurance written on loans they originate. The company is engaged in the business of writing and assuming residential mortgage guaranty insurance.,https://www.enactmi.com,2021-09-16,5274255325.76,(919) 846-4100,465,8325 SIX FORKS ROAD,,RALEIGH,NC,27615,https://api.polygon.io/v1/reference/company-branding/ZW5hY3RtaS5jb20/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/ZW5hY3RtaS5jb20/images/2024-10-01_logo.svg,6411,"INSURANCE AGENTS, BROKERS & SERVICE",ACT,,153589264.0
ACTG,1,Acacia Research Corporation,stocks,us,XNAS,CS,usd,0000934549,"Acacia Research Corp is focused on acquiring and operating businesses across the industrial, energy, and technology sectors where it believes it can leverage its expertise, significant capital base, and deep industry relationships to drive value. Acacia evaluates opportunities based on the attractiveness of the underlying cash flows, without regard to a specific investment horizon. Acacia operates its businesses based on three key principles of people, process, and performance and has built a management team with demonstrated expertise in research, transactions and execution, and operations and management.",https://www.acaciaresearch.com,2002-12-16,436209379.2,332-236-8500,170,"767 3RD AVENUE, 6TH FLOOR",,NEW YORK,NY,10017,,https://api.polygon.io/v1/reference/company-branding/YWNhY2lhcmVzZWFyY2guY29t/images/2024-10-01_logo.png,6794,PATENT OWNERS & LESSORS,ACTG,,97368165.0
ACTU,1,"Actuate Therapeutics, Inc. Common stock",stocks,us,XNAS,CS,usd,0001652935,"Actuate Therapeutics Inc is a clinical stage biopharmaceutical company focused on developing therapies for the treatment of high impact, difficult to treat cancers through the inhibition of glycogen synthase kinase-3 (GSK-3). It is developing elraglusib (formerly 9-ING-41), a small molecule that is designed to enter cancer cells and block the function of the enzyme GSK-3β, a master regulator of complex biological signaling cascades, including those mediated by oncogenes, that lead to tumor cell survival, growth, migration, and invasion.",https://www.actuatetherapeutics.com,2024-08-13,168362702.32,847-986-4190,,1751 RIVER RUN,SUITE 400,FORT WORTH,TX,76107,https://api.polygon.io/v1/reference/company-branding/YWN0dWF0ZXRoZXJhcGV1dGljcy5jb20/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWN0dWF0ZXRoZXJhcGV1dGljcy5jb20/images/2024-10-01_logo.png,2834,PHARMACEUTICAL PREPARATIONS,ACTU,,19531636.0
ACTV,1,LeaderShares Activist Leaders ETF,stocks,us,ARCX,ETF,usd,0001552947,,,2020-10-27,,,,,,,,,,,,,ACTV,,
ACU,1,Acme United Corporation,stocks,us,XASE,CS,usd,0000002098,"Acme United Corp is a supplier of first aid and medical products and cutting technology to the school, home, office, hardware, sporting goods, and industrial markets. Its principal products sold across all segments are first aid kits and medical products, scissors, shears, knives, rulers, pencil sharpeners, and sharpening tools. The Company sells its products to mass market and e-commerce retailers, industrial distributors, wholesale, contract, and retail stationery distributors, office supply superstores, sporting goods stores, and hardware chains. The Company's reportable business segments consist of the United States, Canada, and Europe, out of which the majority of the company's revenue is derived from the United States.",https://www.acmeunited.com,1984-09-07,161967500.37,203-254-6060,645,1 WATERVIEW DRIVE,,SHELTON,CT,06484,,https://api.polygon.io/v1/reference/company-branding/YWNtZXVuaXRlZC5jb20/images/2024-10-01_logo.png,3420,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",ACU,,3741453.0
ACV,1,Virtus Diversified Income & Convertible Fund,stocks,us,XNYS,FUND,usd,0001636289,"Virtus AllianzGI Diversified Income & Convertible Fund is a diversified, closed-end management investment company. The fund's investment objective is to provide total return through a combination of current income and capital appreciation while seeking to provide downside protection against capital loss. It seeks to achieve its investment objective by investing in a combination of convertible securities, debt and other income-producing instruments and common stocks and other equity securities.",https://www.virtus.com,2015-05-22,234453213.6,,,,,,,,https://api.polygon.io/v1/reference/company-branding/dmlydHVzLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/dmlydHVzLmNvbQ/images/2024-10-01_logo.svg,,,ACV,,10374036.0
ACVA,1,ACV Auctions Inc. Class A Common Stock,stocks,us,XNAS,CS,usd,0001637873,ACV Auctions Inc is a mobile platform for wholesale car auctions. It provides a digital marketplace for wholesale vehicle transactions and data services that offer transparent and accurate vehicle information for customers.,https://www.acvauctions.com,2021-03-24,3403091248.9,585-317-0406,2170,640 ELLICOTT STREET,,BUFFALO,NY,14203,https://api.polygon.io/v1/reference/company-branding/YWN2YXVjdGlvbnMuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWN2YXVjdGlvbnMuY29t/images/2024-10-01_logo.svg,7389,"SERVICES-BUSINESS SERVICES, NEC",ACVA,,167639963.0
ACVF,1,American Conservative Values ETF,stocks,us,ARCX,ETF,usd,,,,2020-10-29,,,,,,,,,,,,,ACVF,,
ACWI,1,iShares MSCI ACWI ETF,stocks,us,XNAS,ETF,usd,0001100663,,,2008-03-28,,,,,,,,,,,,,ACWI,,
ACWV,1,iShares MSCI Global Min Vol Factor ETF,stocks,us,BATS,ETF,usd,0001100663,,,2011-10-20,,,,,,,,,,,,,ACWV,,
ACWX,1,iShares MSCI ACWI ex US ETF,stocks,us,XNAS,ETF,usd,0001100663,,,2008-03-28,,,,,,,,,,,,,ACWX,,
ACXP,1,"Acurx Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,usd,0001736243,"Acurx Pharmaceuticals Inc is a clinical stage biopharmaceutical company developing a new class of antibiotics for infections caused by bacteria listed as priority pathogens by the World Health Organization, Centers for Disease Control and Prevention and Food and Drug Administration.",https://www.acurxpharma.com,2021-06-25,14444817.7948,917-533-1469,4,259 LIBERTY AVENUE,,STATEN ISLAND,NY,10305,,https://api.polygon.io/v1/reference/company-branding/YWN1cnhwaGFybWEuY29t/images/2024-10-01_logo.svg,2834,PHARMACEUTICAL PREPARATIONS,ACXP,,16892548.0
ADAG,1,Adagene Inc. American Depositary Shares,stocks,us,XNAS,ADRC,usd,0001818838,"Adagene Inc platform-driven, clinical-stage biopharmaceutical company engaged in transforming the discovery and development of novel antibody-based cancer immunotherapies. It is principally engaged in research, development and production of monoclonal antibody drugs for cancers. The company's platform is designed to generate therapeutic antibody candidates with functional epitopes and species cross-reactivity as highlighted by the company's immunotherapy pipeline.",https://www.adagene.com,2021-02-09,91197815.04,,174,,,,,,,https://api.polygon.io/v1/reference/company-branding/YWRhZ2VuZS5jb20/images/2024-10-01_logo.svg,,,ADAG,,44270784.0
ADAP,1,Adaptimmune Therapeutics plc American Depositary Shares,stocks,us,XNAS,ADRC,usd,0001621227,"Adaptimmune Therapeutics PLC is a clinical-stage biopharmaceutical company. It focused on providing novel cell therapies to patients, particularly in solid tumors. It has developed a comprehensive proprietary platform that enables it to identify cancer targets, find and genetically engineer T-cell receptors, and produce TCR therapeutic candidates for administration to patients. Its programs include MAGE-A4 SPEAR T-cell therapy, NY-ESO SPEAR T-cell, CD70 and others for multiple cancer types.",https://www.adaptimmune.com,2015-05-06,148437848.3807,44 1235 430000,449,60 JUBILEE AVENUE,MILTON PARK,"ABINGDON, OXFORDSHIRE",X0,OX14 4RX,https://api.polygon.io/v1/reference/company-branding/YWRhcHRpbW11bmUuY29t/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWRhcHRpbW11bmUuY29t/images/2024-10-01_logo.svg,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",ADAP,,255883207.0
ADBE,1,Adobe Inc.,stocks,us,XNAS,CS,usd,0000796343,"Adobe provides content creation, document management, and digital marketing and advertising software and services to creative professionals and marketers for creating, managing, delivering, measuring, optimizing, and engaging with compelling content multiple operating systems, devices, and media. The company operates with three segments: digital media content creation, digital experience for marketing solutions, and publishing for legacy products (less than 5% of revenue).",https://www.adobe.com,1986-08-20,204996738000.0,(408) 536-6000,29945,345 PARK AVE,,SAN JOSE,CA,95110-2704,https://api.polygon.io/v1/reference/company-branding/YWRvYmUuY29t/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWRvYmUuY29t/images/2024-10-01_logo.svg,7372,SERVICES-PREPACKAGED SOFTWARE,ADBE,,440200000.0
ADC,1,Agree Realty Corporation,stocks,us,XNYS,CS,usd,0000917251,"Agree Realty Corporation operates as a fully integrated real estate investment trust mainly focused on the ownership, acquisition, development and management of retail properties net leased to industry-leading tenants. The Company is mainly in the business of acquiring, developing and managing retail real estate. Some of its properties in the portfolio include Walmart, 7-Eleven, Wawa, Gerber Collision and others.",https://www.agreerealty.com,1994-04-15,8106782664.82,248-737-4190,72,32301 WOODWARD AVENUE,,ROYAL OAK,MI,48073,https://api.polygon.io/v1/reference/company-branding/YWdyZWVyZWFsdHkuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWdyZWVyZWFsdHkuY29t/images/2024-10-01_logo.png,6798,REAL ESTATE INVESTMENT TRUSTS,ADC,,108582677.0
ADCT,1,ADC Therapeutics SA,stocks,us,XNYS,CS,usd,0001771910,"ADC Therapeutics SA is a commercial-stage oncology-focused biotechnology company. It is involved in the development of antibody-drug conjugates for patients suffering from hematological malignancies and solid tumors. The company's product candidate includes ZYNLONTA, camidanlumab tesirine, ADCT-602, ADCT-601, ADCT-901, ADCT-701 and ADCT-212.",https://www.adctherapeutics.com,2020-05-15,182743376.13,41 21 653 02 00,274,BIOPOLE,ROUTE DE LA CORNICHE 3B,EPALINGES,V8,1066,https://api.polygon.io/v1/reference/company-branding/YWRjdGhlcmFwZXV0aWNzLmNvbQ/images/2024-10-01_icon.png,https://api.polygon.io/v1/reference/company-branding/YWRjdGhlcmFwZXV0aWNzLmNvbQ/images/2024-10-01_logo.png,2834,PHARMACEUTICAL PREPARATIONS,ADCT,,96689617.0
ADCpA,1,"Agree Realty Corporation Depositary Shares, each representing 1/1,000th of a 4.250% Series A Cumulative Redeemable Preferred Stock",stocks,us,XNYS,PFD,usd,0000917251,"Agree Realty Corporation operates as a fully integrated real estate investment trust mainly focused on the ownership, acquisition, development and management of retail properties net leased to industry-leading tenants. The Company is mainly in the business of acquiring, developing and managing retail real estate. Some of its properties in the portfolio include Walmart, 7-Eleven, Wawa, Gerber Collision and others.",https://www.agreerealty.com,2021-09-08,,248-737-4190,72,32301 WOODWARD AVENUE,,ROYAL OAK,MI,48073,https://api.polygon.io/v1/reference/company-branding/YWdyZWVyZWFsdHkuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWdyZWVyZWFsdHkuY29t/images/2024-10-01_logo.png,6798,REAL ESTATE INVESTMENT TRUSTS,ADC,PRA,
ADD,1,"Color Star Technology Co., Ltd. Class A Ordinary Shares",stocks,us,XNAS,CS,usd,0001747661,"Color Star Technology Co Ltd is an entertainment technology company with a network that focuses on the application of technology and artificial intelligence in the entertainment industry. It provides online entertainment performances and online education through its wholly-owned subsidiaries Color Metaverse and CACM. The curriculum developed by the company includes music, sports, animation, painting and calligraphy, film and television, and life skills, covering various aspects of entertainment, sports, and culture.",https://www.colorstarinternational.com,2008-11-11,1905371.6,,47,,,,,,,https://api.polygon.io/v1/reference/company-branding/Y29sb3JzdGFyaW50ZXJuYXRpb25hbC5jb20/images/2024-10-01_logo.png,,,ADD,,614636.0
ADEA,1,Adeia Inc. Common Stock,stocks,us,XNAS,CS,usd,0001803696,"Adeia Inc is a consumer and entertainment product/solutions licensing company. Its only operating segment being Intellectual Property Licensing (IP). In the IP segment, it primarily license innovations to leading companies in the broader entertainment industry, and those developing new technologies that will help drive this industry forward. It includes Pay-TV, Consumer Electronics, Connected Car, and Media Platform.",https://www.adeia.com,2003-11-13,1571229794.06,(408) 473-2500,144,3025 ORCHARD PARKWAY,,SAN JOSE,CA,95134,https://api.polygon.io/v1/reference/company-branding/YWRlaWEuY29t/images/2024-10-01_icon.jpeg,https://api.polygon.io/v1/reference/company-branding/YWRlaWEuY29t/images/2024-10-01_logo.svg,4841,CABLE & OTHER PAY TELEVISION SERVICES,ADEA,,109264937.0
ADFI,1,Anfield Dynamic Fixed Income ETF,stocks,us,BATS,ETF,usd,0001552947,,,2020-08-18,,,,,,,,,,,,,ADFI,,
