ticker,close_price,weight,date,update_time
AEP,92.45,0.01,2023-01-18,2024-12-17 01:59:43
AXON,182.27,0.01,2023-01-18,2024-12-17 01:59:43
AMX,20.69,0.01,2023-01-18,2024-12-17 01:59:43
AIG,62.21,0.01,2023-01-18,2024-12-17 01:59:43
AME,141.42,0.01,2023-01-18,2024-12-17 01:59:43
AEM,54.37,0.01,2023-01-18,2024-12-17 01:59:43
ALC,74.24,0.01,2023-01-18,2024-12-17 01:59:43
ARES,77.97,0.01,2023-01-18,2024-12-17 01:59:43
ARGX,387.44,0.01,2023-01-18,2024-12-17 01:59:43
ACGL,63.52,0.01,2023-01-18,2024-12-17 01:59:43
ABEV,2.65,0.01,2023-01-18,2024-12-17 01:59:43
AVB,168.65,0.01,2023-01-18,2024-12-17 01:59:43
ALNY,231.81,0.01,2023-01-18,2024-12-17 01:59:43
ANSS,251.66,0.01,2023-01-18,2024-12-17 01:59:43
AWK,152.69,0.01,2023-01-18,2024-12-17 01:59:43
ADM,85.0,0.01,2023-01-18,2024-12-17 01:59:43
BAM,31.51,0.01,2023-01-18,2024-12-17 01:59:43
AEE,86.68,0.01,2023-01-18,2024-12-17 01:59:43
AFRM,12.98,0.01,2023-01-18,2024-12-17 01:59:43
ASX,7.11,0.01,2023-01-18,2024-12-17 01:59:43
ATO,111.62,0.01,2023-01-18,2024-12-17 01:59:43
BBD,2.87,0.01,2023-01-18,2024-12-17 01:59:43
BBDO,2.53,0.01,2023-01-18,2024-12-17 01:59:43
BBY,82.96,0.01,2023-01-18,2024-12-17 01:59:43
AER,63.63,0.01,2023-01-18,2024-12-17 01:59:43
ARE,155.19,0.01,2023-01-18,2024-12-17 01:59:43
ALGN,246.8,0.01,2023-01-18,2024-12-17 01:59:43
BALL,56.81,0.01,2023-01-18,2024-12-17 01:59:43
BAH,94.15,0.01,2023-01-18,2024-12-17 01:59:43
AZPN,195.2,0.01,2023-01-18,2024-12-17 01:59:43
AVY,189.28,0.01,2023-01-18,2024-12-17 01:59:43
BAX,44.0,0.01,2023-01-18,2024-12-17 01:59:43
AVTR,22.23,0.01,2023-01-18,2024-12-17 01:59:43
BAP,142.93,0.01,2023-01-18,2024-12-17 01:59:43
AKAM,87.8,0.01,2023-01-18,2024-12-17 01:59:43
ACM,85.75,0.01,2023-01-18,2024-12-17 01:59:43
AMCR,11.88,0.01,2023-01-18,2024-12-17 01:59:43
ARCC,18.89,0.01,2023-01-18,2024-12-17 01:59:43
AMH,32.19,0.01,2023-01-18,2024-12-17 01:59:43
AGR,42.34,0.01,2023-01-18,2024-12-17 01:59:43
APTV,102.64,0.01,2023-01-18,2024-12-17 01:59:43
AU,22.04,0.01,2023-01-18,2024-12-17 01:59:43
ALLE,110.96,0.01,2023-01-18,2024-12-17 01:59:43
AUR,1.4,0.01,2023-01-18,2024-12-17 01:59:43
AFG,139.35,0.01,2023-01-18,2024-12-17 01:59:43
ALB,243.8,0.01,2023-01-18,2024-12-17 01:59:43
ALLY,27.01,0.01,2023-01-18,2024-12-17 01:59:43
ATR,111.97,0.01,2023-01-18,2024-12-17 01:59:43
ACI,20.95,0.01,2023-01-18,2024-12-17 01:59:43
AIZ,127.19,0.01,2023-01-18,2024-12-17 01:59:43
AAL,16.64,0.01,2023-01-18,2024-12-17 01:59:43
AAON,50.2133,0.01,2023-01-18,2024-12-17 01:59:43
ARMK,44.33,0.01,2023-01-18,2024-12-17 01:59:43
AOS,60.14,0.01,2023-01-18,2024-12-17 01:59:43
APG,19.85,0.01,2023-01-18,2024-12-17 01:59:43
AEG,5.34,0.01,2023-01-18,2024-12-17 01:59:43
ALSN,42.68,0.01,2023-01-18,2024-12-17 01:59:43
AIT,123.31,0.01,2023-01-18,2024-12-17 01:59:43
AR,28.74,0.01,2023-01-18,2024-12-17 01:59:43
AYI,173.0,0.01,2023-01-18,2024-12-17 01:59:43
AES,26.92,0.01,2023-01-18,2024-12-17 01:59:43
APPF,117.17,0.01,2023-01-18,2024-12-17 01:59:43
ALTR,50.58,0.01,2023-01-18,2024-12-17 01:59:43
AA,53.45,0.01,2023-01-18,2024-12-17 01:59:43
AGNC,11.36,0.01,2023-01-18,2024-12-17 01:59:43
APA,44.06,0.01,2023-01-18,2024-12-17 01:59:43
AXTA,27.06,0.01,2023-01-18,2024-12-17 01:59:43
AAPL,135.27,0.01,2023-01-19,2024-12-17 01:59:58
AMZN,93.68,0.01,2023-01-19,2024-12-17 01:59:58
AVGO,56.322,0.01,2023-01-19,2024-12-17 01:59:58
BAC,33.23,0.01,2023-01-19,2024-12-17 01:59:58
ABBV,148.71,0.01,2023-01-19,2024-12-17 01:59:58
ASML,630.25,0.01,2023-01-19,2024-12-17 01:59:58
ACN,272.89,0.01,2023-01-19,2024-12-17 01:59:58
AXP,146.85,0.01,2023-01-19,2024-12-17 01:59:58
BABA,116.58,0.01,2023-01-19,2024-12-17 01:59:58
AZN,70.49,0.01,2023-01-19,2024-12-17 01:59:58
AMD,67.71,0.01,2023-01-19,2024-12-17 01:59:58
ADBE,342.53,0.01,2023-01-19,2024-12-17 01:59:58
ABT,111.8,0.01,2023-01-19,2024-12-17 01:59:58
AMGN,262.03,0.01,2023-01-19,2024-12-17 01:59:58
ANET,27.8775,0.01,2023-01-19,2024-12-17 01:59:58
AMAT,106.16,0.01,2023-01-19,2024-12-17 01:59:58
BA,207.09,0.01,2023-01-19,2024-12-17 01:59:58
ADP,233.32,0.01,2023-01-19,2024-12-17 01:59:58
APP,10.18,0.01,2023-01-19,2024-12-17 01:59:58
ADI,163.13,0.01,2023-01-19,2024-12-17 01:59:58
APO,65.78,0.01,2023-01-19,2024-12-17 01:59:58
AMT,223.35,0.01,2023-01-19,2024-12-17 01:59:58
APH,38.69,0.01,2023-01-19,2024-12-17 01:59:58
ABNB,99.1,0.01,2023-01-19,2024-12-17 01:59:58
AON,318.96,0.01,2023-01-19,2024-12-17 01:59:58
APD,299.89,0.01,2023-01-19,2024-12-17 01:59:58
ADSK,196.05,0.01,2023-01-19,2024-12-17 01:59:58
AJG,190.89,0.01,2023-01-19,2024-12-17 01:59:58
BBVA,6.81,0.01,2023-01-19,2024-12-17 01:59:58
AFL,70.68,0.01,2023-01-19,2024-12-17 01:59:58
AZO,2327.54,0.01,2023-01-19,2024-12-17 01:59:58
AMP,323.17,0.01,2023-01-19,2024-12-17 01:59:58
ALL,124.64,0.01,2023-01-19,2024-12-17 01:59:58
AEP,91.63,0.01,2023-01-19,2024-12-17 01:59:58
AXON,184.06,0.01,2023-01-19,2024-12-17 01:59:58
AMX,20.66,0.01,2023-01-19,2024-12-17 01:59:58
AIG,61.72,0.01,2023-01-19,2024-12-17 01:59:58
AME,139.03,0.01,2023-01-19,2024-12-17 01:59:58
AEM,55.51,0.01,2023-01-19,2024-12-17 01:59:58
ALC,74.37,0.01,2023-01-19,2024-12-17 01:59:58
ARES,75.93,0.01,2023-01-19,2024-12-17 01:59:58
ARGX,381.98,0.01,2023-01-19,2024-12-17 01:59:58
ACGL,63.39,0.01,2023-01-19,2024-12-17 01:59:58
ABEV,2.6,0.01,2023-01-19,2024-12-17 01:59:58
AVB,168.7,0.01,2023-01-19,2024-12-17 01:59:58
ALNY,228.56,0.01,2023-01-19,2024-12-17 01:59:58
ANSS,248.4,0.01,2023-01-19,2024-12-17 01:59:58
AWK,150.19,0.01,2023-01-19,2024-12-17 01:59:58
ADM,85.31,0.01,2023-01-19,2024-12-17 01:59:58
BAM,31.4,0.01,2023-01-19,2024-12-17 01:59:58
AEE,86.04,0.01,2023-01-19,2024-12-17 01:59:58
AFRM,12.25,0.01,2023-01-19,2024-12-17 01:59:58
ASX,7.01,0.01,2023-01-19,2024-12-17 01:59:58
ATO,112.04,0.01,2023-01-19,2024-12-17 01:59:58
BBD,2.87,0.01,2023-01-19,2024-12-17 01:59:58
BBDO,2.54,0.01,2023-01-19,2024-12-17 01:59:58
BBY,81.52,0.01,2023-01-19,2024-12-17 01:59:58
AER,61.67,0.01,2023-01-19,2024-12-17 01:59:58
ARE,154.34,0.01,2023-01-19,2024-12-17 01:59:58
ALGN,236.3,0.01,2023-01-19,2024-12-17 01:59:58
BALL,56.63,0.01,2023-01-19,2024-12-17 01:59:58
BAH,92.51,0.01,2023-01-19,2024-12-17 01:59:58
AZPN,193.77,0.01,2023-01-19,2024-12-17 01:59:58
AVY,186.14,0.01,2023-01-19,2024-12-17 01:59:58
BAX,43.64,0.01,2023-01-19,2024-12-17 01:59:58
AVTR,22.65,0.01,2023-01-19,2024-12-17 01:59:58
BAP,142.87,0.01,2023-01-19,2024-12-17 01:59:58
AKAM,86.59,0.01,2023-01-19,2024-12-17 01:59:58
ACM,85.6,0.01,2023-01-19,2024-12-17 01:59:58
AMCR,11.75,0.01,2023-01-19,2024-12-17 01:59:58
ARCC,18.79,0.01,2023-01-19,2024-12-17 01:59:58
AMH,31.98,0.01,2023-01-19,2024-12-17 01:59:58
AGR,42.31,0.01,2023-01-19,2024-12-17 01:59:58
APTV,101.1,0.01,2023-01-19,2024-12-17 01:59:58
AU,22.29,0.01,2023-01-19,2024-12-17 01:59:58
ALLE,108.26,0.01,2023-01-19,2024-12-17 01:59:58
AUR,1.3,0.01,2023-01-19,2024-12-17 01:59:58
AFG,137.31,0.01,2023-01-19,2024-12-17 01:59:58
ALB,239.11,0.01,2023-01-19,2024-12-17 01:59:58
ALLY,26.19,0.01,2023-01-19,2024-12-17 01:59:58
ATR,111.99,0.01,2023-01-19,2024-12-17 01:59:58
ACI,20.9,0.01,2023-01-19,2024-12-17 01:59:58
AIZ,125.86,0.01,2023-01-19,2024-12-17 01:59:58
AAL,16.28,0.01,2023-01-19,2024-12-17 01:59:58
AAON,48.74,0.01,2023-01-19,2024-12-17 01:59:58
ARMK,44.26,0.01,2023-01-19,2024-12-17 01:59:58
AOS,57.79,0.01,2023-01-19,2024-12-17 01:59:58
APG,19.27,0.01,2023-01-19,2024-12-17 01:59:58
AEG,5.29,0.01,2023-01-19,2024-12-17 01:59:58
ALSN,41.54,0.01,2023-01-19,2024-12-17 01:59:58
AIT,120.59,0.01,2023-01-19,2024-12-17 01:59:58
AR,29.1,0.01,2023-01-19,2024-12-17 01:59:58
AYI,173.0,0.01,2023-01-19,2024-12-17 01:59:58
AES,26.64,0.01,2023-01-19,2024-12-17 01:59:58
APPF,113.93,0.01,2023-01-19,2024-12-17 01:59:58
ALTR,51.33,0.01,2023-01-19,2024-12-17 01:59:58
AA,49.52,0.01,2023-01-19,2024-12-17 01:59:58
AGNC,11.37,0.01,2023-01-19,2024-12-17 01:59:58
APA,45.16,0.01,2023-01-19,2024-12-17 01:59:58
AXTA,26.08,0.01,2023-01-19,2024-12-17 01:59:58
AAPL,137.87,0.01,2023-01-20,2024-12-17 02:01:06
AMZN,97.25,0.01,2023-01-20,2024-12-17 02:01:06
AVGO,57.078,0.01,2023-01-20,2024-12-17 02:01:06
BAC,33.85,0.01,2023-01-20,2024-12-17 02:01:06
ABBV,149.59,0.01,2023-01-20,2024-12-17 02:01:06
ASML,648.85,0.01,2023-01-20,2024-12-17 02:01:06
ACN,280.47,0.01,2023-01-20,2024-12-17 02:01:06
AXP,151.6,0.01,2023-01-20,2024-12-17 02:01:06
BABA,119.86,0.01,2023-01-20,2024-12-17 02:01:06
AZN,69.15,0.01,2023-01-20,2024-12-17 02:01:06
AMD,70.07,0.01,2023-01-20,2024-12-17 02:01:06
ADBE,356.38,0.01,2023-01-20,2024-12-17 02:01:06
ABT,112.82,0.01,2023-01-20,2024-12-17 02:01:06
AMGN,263.24,0.01,2023-01-20,2024-12-17 02:01:06
ANET,28.7825,0.01,2023-01-20,2024-12-17 02:01:06
AMAT,109.65,0.01,2023-01-20,2024-12-17 02:01:06
BA,206.76,0.01,2023-01-20,2024-12-17 02:01:06
ADP,237.17,0.01,2023-01-20,2024-12-17 02:01:06
APP,10.94,0.01,2023-01-20,2024-12-17 02:01:06
ADI,165.17,0.01,2023-01-20,2024-12-17 02:01:06
APO,67.07,0.01,2023-01-20,2024-12-17 02:01:06
AMT,221.41,0.01,2023-01-20,2024-12-17 02:01:06
APH,39.035,0.01,2023-01-20,2024-12-17 02:01:06
ABNB,101.28,0.01,2023-01-20,2024-12-17 02:01:06
AON,325.4,0.01,2023-01-20,2024-12-17 02:01:06
APD,304.4,0.01,2023-01-20,2024-12-17 02:01:06
ADSK,205.9,0.01,2023-01-20,2024-12-17 02:01:06
AJG,193.9,0.01,2023-01-20,2024-12-17 02:01:06
BBVA,6.91,0.01,2023-01-20,2024-12-17 02:01:06
AFL,71.05,0.01,2023-01-20,2024-12-17 02:01:06
AZO,2326.61,0.01,2023-01-20,2024-12-17 02:01:06
AMP,333.25,0.01,2023-01-20,2024-12-17 02:01:06
ALL,125.65,0.01,2023-01-20,2024-12-17 02:01:06
AEP,92.17,0.01,2023-01-20,2024-12-17 02:01:06
AXON,185.02,0.01,2023-01-20,2024-12-17 02:01:06
AMX,20.9,0.01,2023-01-20,2024-12-17 02:01:06
AIG,62.47,0.01,2023-01-20,2024-12-17 02:01:06
AME,142.5,0.01,2023-01-20,2024-12-17 02:01:06
AEM,56.24,0.01,2023-01-20,2024-12-17 02:01:06
ALC,75.29,0.01,2023-01-20,2024-12-17 02:01:06
ARES,78.63,0.01,2023-01-20,2024-12-17 02:01:06
ARGX,391.12,0.01,2023-01-20,2024-12-17 02:01:06
ACGL,62.46,0.01,2023-01-20,2024-12-17 02:01:06
ABEV,2.6,0.01,2023-01-20,2024-12-17 02:01:06
AVB,170.35,0.01,2023-01-20,2024-12-17 02:01:06
ALNY,229.65,0.01,2023-01-20,2024-12-17 02:01:06
ANSS,256.42,0.01,2023-01-20,2024-12-17 02:01:06
AWK,151.54,0.01,2023-01-20,2024-12-17 02:01:06
ADM,84.75,0.01,2023-01-20,2024-12-17 02:01:06
BAM,32.0,0.01,2023-01-20,2024-12-17 02:01:06
AEE,86.68,0.01,2023-01-20,2024-12-17 02:01:06
AFRM,14.3,0.01,2023-01-20,2024-12-17 02:01:06
ASX,7.24,0.01,2023-01-20,2024-12-17 02:01:06
ATO,113.0,0.01,2023-01-20,2024-12-17 02:01:06
BBD,2.82,0.01,2023-01-20,2024-12-17 02:01:06
BBDO,2.5,0.01,2023-01-20,2024-12-17 02:01:06
BBY,82.67,0.01,2023-01-20,2024-12-17 02:01:06
AER,62.86,0.01,2023-01-20,2024-12-17 02:01:06
ARE,157.04,0.01,2023-01-20,2024-12-17 02:01:06
ALGN,243.01,0.01,2023-01-20,2024-12-17 02:01:06
BALL,58.23,0.01,2023-01-20,2024-12-17 02:01:06
BAH,93.74,0.01,2023-01-20,2024-12-17 02:01:06
AZPN,196.55,0.01,2023-01-20,2024-12-17 02:01:06
AVY,190.49,0.01,2023-01-20,2024-12-17 02:01:06
BAX,43.88,0.01,2023-01-20,2024-12-17 02:01:06
AVTR,23.02,0.01,2023-01-20,2024-12-17 02:01:06
BAP,140.27,0.01,2023-01-20,2024-12-17 02:01:06
AKAM,88.13,0.01,2023-01-20,2024-12-17 02:01:06
ACM,86.75,0.01,2023-01-20,2024-12-17 02:01:06
AMCR,11.88,0.01,2023-01-20,2024-12-17 02:01:06
ARCC,19.03,0.01,2023-01-20,2024-12-17 02:01:06
AMH,32.47,0.01,2023-01-20,2024-12-17 02:01:06
AGR,42.57,0.01,2023-01-20,2024-12-17 02:01:06
APTV,104.08,0.01,2023-01-20,2024-12-17 02:01:06
AU,22.61,0.01,2023-01-20,2024-12-17 02:01:06
ALLE,111.3,0.01,2023-01-20,2024-12-17 02:01:06
AUR,1.39,0.01,2023-01-20,2024-12-17 02:01:06
AFG,136.65,0.01,2023-01-20,2024-12-17 02:01:06
ALB,248.49,0.01,2023-01-20,2024-12-17 02:01:06
ALLY,31.43,0.01,2023-01-20,2024-12-17 02:01:06
ATR,113.29,0.01,2023-01-20,2024-12-17 02:01:06
ACI,21.01,0.01,2023-01-20,2024-12-17 02:01:06
AIZ,128.91,0.01,2023-01-20,2024-12-17 02:01:06
AAL,16.34,0.01,2023-01-20,2024-12-17 02:01:06
AAON,48.8467,0.01,2023-01-20,2024-12-17 02:01:06
ARMK,45.2,0.01,2023-01-20,2024-12-17 02:01:06
AOS,59.15,0.01,2023-01-20,2024-12-17 02:01:06
APG,19.91,0.01,2023-01-20,2024-12-17 02:01:06
AEG,5.4,0.01,2023-01-20,2024-12-17 02:01:06
ALSN,41.63,0.01,2023-01-20,2024-12-17 02:01:06
AIT,122.29,0.01,2023-01-20,2024-12-17 02:01:06
AR,29.4,0.01,2023-01-20,2024-12-17 02:01:06
AYI,175.89,0.01,2023-01-20,2024-12-17 02:01:06
AES,26.93,0.01,2023-01-20,2024-12-17 02:01:06
APPF,116.14,0.01,2023-01-20,2024-12-17 02:01:06
ALTR,51.93,0.01,2023-01-20,2024-12-17 02:01:06
AA,51.0,0.01,2023-01-20,2024-12-17 02:01:06
AGNC,11.53,0.01,2023-01-20,2024-12-17 02:01:06
APA,45.09,0.01,2023-01-20,2024-12-17 02:01:06
AXTA,27.4,0.01,2023-01-20,2024-12-17 02:01:06
AAPL,141.11,0.01,2023-01-23,2024-12-17 02:01:36
AMZN,97.52,0.01,2023-01-23,2024-12-17 02:01:36
AVGO,58.163,0.01,2023-01-23,2024-12-17 02:01:36
BAC,34.32,0.01,2023-01-23,2024-12-17 02:01:36
ABBV,148.55,0.01,2023-01-23,2024-12-17 02:01:36
ASML,676.03,0.01,2023-01-23,2024-12-17 02:01:36
ACN,279.34,0.01,2023-01-23,2024-12-17 02:01:36
AXP,154.0,0.01,2023-01-23,2024-12-17 02:01:36
BABA,119.53,0.01,2023-01-23,2024-12-17 02:01:36
AZN,67.61,0.01,2023-01-23,2024-12-17 02:01:36
AMD,76.53,0.01,2023-01-23,2024-12-17 02:01:36
ADBE,364.98,0.01,2023-01-23,2024-12-17 02:01:36
ABT,114.01,0.01,2023-01-23,2024-12-17 02:01:36
AMGN,260.97,0.01,2023-01-23,2024-12-17 02:01:36
ANET,29.79,0.01,2023-01-23,2024-12-17 02:01:36
AMAT,114.155,0.01,2023-01-23,2024-12-17 02:01:36
BA,209.97,0.01,2023-01-23,2024-12-17 02:01:36
ADP,240.96,0.01,2023-01-23,2024-12-17 02:01:36
APP,11.98,0.01,2023-01-23,2024-12-17 02:01:36
ADI,169.66,0.01,2023-01-23,2024-12-17 02:01:36
APO,68.84,0.01,2023-01-23,2024-12-17 02:01:36
AMT,215.67,0.01,2023-01-23,2024-12-17 02:01:36
APH,39.455,0.01,2023-01-23,2024-12-17 02:01:36
ABNB,105.22,0.01,2023-01-23,2024-12-17 02:01:36
AON,325.99,0.01,2023-01-23,2024-12-17 02:01:36
APD,308.72,0.01,2023-01-23,2024-12-17 02:01:36
ADSK,211.29,0.01,2023-01-23,2024-12-17 02:01:36
AJG,195.88,0.01,2023-01-23,2024-12-17 02:01:36
BBVA,6.98,0.01,2023-01-23,2024-12-17 02:01:36
AFL,71.54,0.01,2023-01-23,2024-12-17 02:01:36
AZO,2318.96,0.01,2023-01-23,2024-12-17 02:01:36
AMP,338.53,0.01,2023-01-23,2024-12-17 02:01:36
ALL,125.24,0.01,2023-01-23,2024-12-17 02:01:36
AEP,92.66,0.01,2023-01-23,2024-12-17 02:01:36
AXON,188.95,0.01,2023-01-23,2024-12-17 02:01:36
AMX,21.04,0.01,2023-01-23,2024-12-17 02:01:36
AIG,63.1,0.01,2023-01-23,2024-12-17 02:01:36
AME,143.05,0.01,2023-01-23,2024-12-17 02:01:36
AEM,56.39,0.01,2023-01-23,2024-12-17 02:01:36
ALC,75.72,0.01,2023-01-23,2024-12-17 02:01:36
ARES,79.64,0.01,2023-01-23,2024-12-17 02:01:36
ARGX,394.24,0.01,2023-01-23,2024-12-17 02:01:36
ACGL,63.13,0.01,2023-01-23,2024-12-17 02:01:36
ABEV,2.57,0.01,2023-01-23,2024-12-17 02:01:36
AVB,170.36,0.01,2023-01-23,2024-12-17 02:01:36
ALNY,230.59,0.01,2023-01-23,2024-12-17 02:01:36
ANSS,260.79,0.01,2023-01-23,2024-12-17 02:01:36
AWK,150.97,0.01,2023-01-23,2024-12-17 02:01:36
ADM,84.35,0.01,2023-01-23,2024-12-17 02:01:36
BAM,32.4,0.01,2023-01-23,2024-12-17 02:01:36
AEE,85.98,0.01,2023-01-23,2024-12-17 02:01:36
AFRM,15.45,0.01,2023-01-23,2024-12-17 02:01:36
ASX,7.44,0.01,2023-01-23,2024-12-17 02:01:36
ATO,113.52,0.01,2023-01-23,2024-12-17 02:01:36
BBD,2.71,0.01,2023-01-23,2024-12-17 02:01:36
BBDO,2.42,0.01,2023-01-23,2024-12-17 02:01:36
BBY,84.24,0.01,2023-01-23,2024-12-17 02:01:36
AER,63.5,0.01,2023-01-23,2024-12-17 02:01:36
ARE,159.04,0.01,2023-01-23,2024-12-17 02:01:36
ALGN,251.38,0.01,2023-01-23,2024-12-17 02:01:36
BALL,59.02,0.01,2023-01-23,2024-12-17 02:01:36
BAH,94.33,0.01,2023-01-23,2024-12-17 02:01:36
AZPN,199.17,0.01,2023-01-23,2024-12-17 02:01:36
AVY,191.9,0.01,2023-01-23,2024-12-17 02:01:36
BAX,45.14,0.01,2023-01-23,2024-12-17 02:01:36
AVTR,23.65,0.01,2023-01-23,2024-12-17 02:01:36
BAP,140.63,0.01,2023-01-23,2024-12-17 02:01:36
AKAM,89.19,0.01,2023-01-23,2024-12-17 02:01:36
ACM,86.11,0.01,2023-01-23,2024-12-17 02:01:36
AMCR,12.0,0.01,2023-01-23,2024-12-17 02:01:36
ARCC,19.47,0.01,2023-01-23,2024-12-17 02:01:36
AMH,32.61,0.01,2023-01-23,2024-12-17 02:01:36
AGR,42.63,0.01,2023-01-23,2024-12-17 02:01:36
APTV,107.35,0.01,2023-01-23,2024-12-17 02:01:36
AU,22.56,0.01,2023-01-23,2024-12-17 02:01:36
ALLE,112.09,0.01,2023-01-23,2024-12-17 02:01:36
AUR,1.58,0.01,2023-01-23,2024-12-17 02:01:36
AFG,137.69,0.01,2023-01-23,2024-12-17 02:01:36
ALB,260.64,0.01,2023-01-23,2024-12-17 02:01:36
ALLY,32.3,0.01,2023-01-23,2024-12-17 02:01:36
ATR,113.36,0.01,2023-01-23,2024-12-17 02:01:36
ACI,21.03,0.01,2023-01-23,2024-12-17 02:01:36
AIZ,129.84,0.01,2023-01-23,2024-12-17 02:01:36
AAL,16.17,0.01,2023-01-23,2024-12-17 02:01:36
AAON,49.36,0.01,2023-01-23,2024-12-17 02:01:36
ARMK,44.99,0.01,2023-01-23,2024-12-17 02:01:36
AOS,60.21,0.01,2023-01-23,2024-12-17 02:01:36
APG,20.62,0.01,2023-01-23,2024-12-17 02:01:36
AEG,5.37,0.01,2023-01-23,2024-12-17 02:01:36
ALSN,42.49,0.01,2023-01-23,2024-12-17 02:01:36
AIT,122.09,0.01,2023-01-23,2024-12-17 02:01:36
AR,30.52,0.01,2023-01-23,2024-12-17 02:01:36
AYI,176.56,0.01,2023-01-23,2024-12-17 02:01:36
AES,26.91,0.01,2023-01-23,2024-12-17 02:01:36
APPF,116.84,0.01,2023-01-23,2024-12-17 02:01:36
ALTR,53.53,0.01,2023-01-23,2024-12-17 02:01:36
AA,51.75,0.01,2023-01-23,2024-12-17 02:01:36
AGNC,11.58,0.01,2023-01-23,2024-12-17 02:01:36
APA,45.36,0.01,2023-01-23,2024-12-17 02:01:36
AXTA,27.88,0.01,2023-01-23,2024-12-17 02:01:36
AAPL,145.93,0.01,2023-01-27,2024-12-17 02:06:46
AMZN,102.24,0.01,2023-01-27,2024-12-17 02:06:46
AVGO,59.099,0.01,2023-01-27,2024-12-17 02:06:46
BAC,35.45,0.01,2023-01-27,2024-12-17 02:06:46
ABBV,146.28,0.01,2023-01-27,2024-12-17 02:06:46
ASML,667.39,0.01,2023-01-27,2024-12-17 02:06:46
ACN,277.27,0.01,2023-01-27,2024-12-17 02:06:46
AXP,172.31,0.01,2023-01-27,2024-12-17 02:06:46
BABA,118.38,0.01,2023-01-27,2024-12-17 02:06:46
AZN,65.53,0.01,2023-01-27,2024-12-17 02:06:46
AMD,75.4,0.01,2023-01-27,2024-12-17 02:06:46
ADBE,370.71,0.01,2023-01-27,2024-12-17 02:06:46
ABT,109.95,0.01,2023-01-27,2024-12-17 02:06:46
AMGN,253.65,0.01,2023-01-27,2024-12-17 02:06:46
ANET,31.515,0.01,2023-01-27,2024-12-17 02:06:46
AMAT,112.5,0.01,2023-01-27,2024-12-17 02:06:46
BA,211.17,0.01,2023-01-27,2024-12-17 02:06:46
ADP,220.8,0.01,2023-01-27,2024-12-17 02:06:46
APP,12.59,0.01,2023-01-27,2024-12-17 02:06:46
ADI,170.83,0.01,2023-01-27,2024-12-17 02:06:46
APO,70.82,0.01,2023-01-27,2024-12-17 02:06:46
AMT,220.79,0.01,2023-01-27,2024-12-17 02:06:46
APH,39.325,0.01,2023-01-27,2024-12-17 02:06:46
ABNB,115.94,0.01,2023-01-27,2024-12-17 02:06:46
AON,319.3,0.01,2023-01-27,2024-12-17 02:06:46
APD,314.15,0.01,2023-01-27,2024-12-17 02:06:46
ADSK,210.88,0.01,2023-01-27,2024-12-17 02:06:46
AJG,193.81,0.01,2023-01-27,2024-12-17 02:06:46
BBVA,6.97,0.01,2023-01-27,2024-12-17 02:06:46
AFL,72.91,0.01,2023-01-27,2024-12-17 02:06:46
AZO,2369.34,0.01,2023-01-27,2024-12-17 02:06:46
AMP,344.45,0.01,2023-01-27,2024-12-17 02:06:46
ALL,127.83,0.01,2023-01-27,2024-12-17 02:06:46
AEP,93.07,0.01,2023-01-27,2024-12-17 02:06:46
AXON,191.61,0.01,2023-01-27,2024-12-17 02:06:46
AMX,21.14,0.01,2023-01-27,2024-12-17 02:06:46
AIG,63.33,0.01,2023-01-27,2024-12-17 02:06:46
AME,143.9,0.01,2023-01-27,2024-12-17 02:06:46
AEM,56.87,0.01,2023-01-27,2024-12-17 02:06:46
ALC,74.8,0.01,2023-01-27,2024-12-17 02:06:46
ARES,82.9,0.01,2023-01-27,2024-12-17 02:06:46
ARGX,380.9,0.01,2023-01-27,2024-12-17 02:06:46
ACGL,64.06,0.01,2023-01-27,2024-12-17 02:06:46
ABEV,2.65,0.01,2023-01-27,2024-12-17 02:06:46
AVB,177.52,0.01,2023-01-27,2024-12-17 02:06:46
ALNY,231.37,0.01,2023-01-27,2024-12-17 02:06:46
ANSS,266.67,0.01,2023-01-27,2024-12-17 02:06:46
AWK,157.02,0.01,2023-01-27,2024-12-17 02:06:46
ADM,83.63,0.01,2023-01-27,2024-12-17 02:06:46
BAM,32.5,0.01,2023-01-27,2024-12-17 02:06:46
AEE,87.18,0.01,2023-01-27,2024-12-17 02:06:46
AFRM,16.24,0.01,2023-01-27,2024-12-17 02:06:46
ASX,7.49,0.01,2023-01-27,2024-12-17 02:06:46
ATO,115.95,0.01,2023-01-27,2024-12-17 02:06:46
BBD,2.69,0.01,2023-01-27,2024-12-17 02:06:46
BBDO,2.43,0.01,2023-01-27,2024-12-17 02:06:46
BBY,85.18,0.01,2023-01-27,2024-12-17 02:06:46
AER,63.94,0.01,2023-01-27,2024-12-17 02:06:46
ARE,160.68,0.01,2023-01-27,2024-12-17 02:06:46
ALGN,269.2,0.01,2023-01-27,2024-12-17 02:06:46
BALL,57.63,0.01,2023-01-27,2024-12-17 02:06:46
BAH,92.73,0.01,2023-01-27,2024-12-17 02:06:46
AZPN,190.75,0.01,2023-01-27,2024-12-17 02:06:46
AVY,187.45,0.01,2023-01-27,2024-12-17 02:06:46
BAX,46.0,0.01,2023-01-27,2024-12-17 02:06:46
AVTR,24.1,0.01,2023-01-27,2024-12-17 02:06:46
BAP,140.73,0.01,2023-01-27,2024-12-17 02:06:46
